"My Downloadable Products","Товари для завантаження"
"My Orders","Мої замовлення"
"My Reviews","Мої відгуки"
"My Tags","Мої теги"
"My Wishlist","Мій список бажань"
"Name","Назва"
"Name and Address Options","Опції назви та адреси"
"Never","Ніколи"
"New Address","Нова адреса"
"New Address Entry","Новий запис адреси"
"New Customer","Новий клієнт"
"New Customer Address","Адреса нового клієнта"
"New Customer Group","Нова група клієнтів"
"New Customer Groups","Нові групи клієнтів"
"New Customers","Нові клієнти"
"New Group","Нова група"
"New Password","Новий пароль"
"New account","Новий обліковий запис"
"New account confirmation key","Новий ключ підтвердження акаунту"
"New account confirmed","Новий обліковий запис підтверджений"
"New password","новий пароль"
"Newsletter","Розсилка"
"Newsletter Finish","Кінець інформаційного листа"
"Newsletter Information","Детальніше про інформаційний лист"
"Newsletter Received","Інформаційний лист отримано"
"Newsletter Start","Початок інформаційного листа"
"Newsletter Subscription","Підписка на новини"
"Newsletter Subscriptions","Підписки на новини"
"Newsletters","Інформаційні листи"
"No Items Found","Не знайдено жодного товару"
"No Newsletter Found","Жодного інформаційного листа не знайдено"
"No item specified.","Не зазначено позицій."
"No product collections found","Жодної колекції товарів не знайдено"
"Not Sent","Не надіслано"
"Not confirmed, can login","Не підтвердив, може увійти"
"Not confirmed, cannot login","Не підтвердив, не може увійти"
"Number of lines in a street address ","Кількість рядків на адресу вулиці "
"Offline","Не в мережі"
"Online","В мережі"
"Online Customers","Клієнти он-лайн"
"Online Customers Options","Клієнти он-лайн - опції"
"Online Minutes Interval","інтервал Онлайн-хвилин"
"Order #","Замовлення #"
"Order #%s (%s)","Замовлення #%s (%s)"
"Order List...","Список замовлень..."
"Order Total","Вартість замовлення"
"Orders","Замовлення"
"PDF","PDF"
"Password","Пароль"
"Password Management","Паролі"
"Password Options","Налаштування паролю"
"Password can't be empty","Пароль не може бути порожнім"
"Password fields can't be empty.","Поле Паролю не може бути порожнім."
"Password forgotten","Забули пароль"
"Password minimal length must be more %s","Мінімальна довжина паролю повинна бути більше %s"
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","Пароль має складатись щонайменше з 6-ти знаків. Пробіли проставлені спереду та ззаду враховуватись не будуть."
"Paused","Призупинено"
"Payment Method","Спосіб оплати"
"Pending","В очікуванні"
"Per Website","Цього вебсайту"
"Personal Information","Персональна інформація"
"Please enter your email below and we'll send you a new password.","Будь ласка, введіть ваш email нижче і ми надішлемо Вам новий пароль."
"Please enter your email below and we'll send you confirmation link for it.","Будь ласка, введіть Вашу адресу електронної пошти нижче, і ми надішлемо вам посилання для його підтвердження."
"Please enter your email.","Будь ласка, введіть ваш email."
"Please make sure your passwords match.","Будь ласка, переконайтесь в тому, що Ваші паролі співпадають."
"Please select","Виберіть"
"Please select region, state or province","Будь ласка, виберіть регіон або область"
"Please, check your e-mail for confirmation key.","Будь ласка, перевірте свою електронну пошту для отримання ключу-підтвердження."
"Prefix","Префікс"
"Prefix dropdown options","Випадаючі варіанти префіксу"
"Price","Ціна"
"Primary Billing Address","Первинна адреса оплати"
"Primary Shipping Address","Первинна адреса доставки"
"Problem saving the collection, aborting. Error: %s","Виникла проблема при збереженні колекції, припинення операції. Помилка: %s"
"Product","Товар"
"Product ID","ID товару"
"Product Name","Назва товару"
"Product Reviews","Відгуки про товар"
"Product Tags","Теги товару"
"Product name","Назва товару"
"Purchase On","Куплений"
"Purchased at","Куплений на"
"Qty","Кількість"
"Recent Orders","Нещодавні замовлення"
"Records for ""","Записів для"""
"Recurring Profiles","Повторювані Профілі"
"Refunded","Відшокодовано"
"Registered Customers","Зареєстровані клієнти"
"Remove","Видалити"
"Require Emails Confirmation","Вимагати Листи Підтвердження"
"Retrieve address data","Отримати адресні дані"
"Retrieve address info","Отримати адресну інформацію"
"Retrieve customer addresses","Отримати адреси клієнтів"
"Retrieve customer data","Отримання даних клієнтів"
"Retrieve customer's groups","Отримати групи клієнтів"
"Retrieve customers","Отримати клієнтів"
"Retrieve customers info","Отримати інформацію по клієнтам"
"Retrieve your confirmation link here","Отримати підтвердження за посиланням тут"
"Retrieve your password here","Віднолення паролю"
"SKU","Обліковий номер"
"Sales Statistics","Статистика продаж"
"Save","Зберегти"
"Save Address","Зберегти адресу"
"Save And Continue Edit","Зберегти і продовжити Правити"
"Save Customer","Зберегти клієнта"
"Save Customer Group","Зберегти групу клієнта"
"Save Password","Зберегти пароль"
"Saved ","Збережено"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send Welcome Email after Confirmation","Send Welcome Email after Confirmation"
"Send auto-generated password","Надіслати автоматично-згенерований пароль"
"Send confirmation link","Відправити посилання підтвердження"
"Send welcome email","Надіслати лист привітання"
"Sending","Надсилається"
"Sent","Надіслано"
"Session Start Time","Дата початку сесії"
"Set as Default Billing Address","Встановити як первинну адресу оплати за замовчуваннями"
"Set as Default Shipping Address","Встановити як первинну адресу доставки за замовчуваннями"
"Share Customer Accounts","Обліковий запис клієнта дійсний для"
"Ship to First name","Ім'я отримувача"
"Ship to Last name","Прізвище отримувача"
"Ship To","Доставка на ім'я"
"Shipped to First Name","Ім'я отримувача"
"Shipped to Last Name","Прізвище отримувача"
"Shipped to Name","Отримувач"
"Shipping Information","Іфнормація по доставці"
"Shipping Method","Метод доставки"
"Shopping Cart","Кошик"
"Shopping Cart - %d item(s)","Кошик - %d шт."
"Show Tax/VAT number","Показати Податки/номер ПДВ"
"Show date of birth","Показати дату народження"
"Show middle name (initial)","Показати по батькові (ініціали)"
"Show prefix","Показати префікс"
"Show suffix","Показати суфікс"
"Sign Up for Newsletter","Підписка на інформаційний лист"
"Sign up for our newsletter","Підписатись на наш інформаційний лист"
"Skip import row, required field ""%s"" not defined","Пропуск важливої стрічки, обов'язкове поле ""%s"" не заповнене"
"Skip import row, website ""%s"" field not exists","Пропуск важливої стрічки, поле вебсайту ""%s"" не існує"
"State/Province","Область/район"
"Status","Статус"
"Store","Група магазинів"
"Store View","Магазин"
"Street Address","Адреса: Вулиця"
"Street Address ","Вулиця "
"Subject","Тема"
"Submit","надіслати"
"Subscribe","Підписатись"
"Subscribe to newsletter","Підписка на інформаційний лист"
"Subscribed to Newsletter?","Підписатись на інформаційний лист?"
"Suffix","Суфікс"
"Suffix dropdown options","Суфікс випадаючих опцій"
"TAX/VAT number is required.","Податок/номер ПДВ - обов'язковий."
"Tag Name","Назва тегу"
"Tax Class","Клас податку"
"Tax class","Клас податку"
"Tax/VAT number","Податок/номер ПДВ"
"Telephone","Телефон"
"Text","Текст"
"Text One Line","Текст однією лінією"
"Thank you for registering with %s","Дякуємо за реєстрацію на %s"
"The address does not belong to this customer","Адреса не належить цьому клієнту"
"The address was successfully deleted","Адреса була успішно видалена"
"The address was successfully saved","Адреса була успішно збережена"
"The suffix that goes after name (Jr., Sr., etc.)","The Суфікс that goes after name (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","У списку бажань клієнта немає жодного товару на даний момент"
"There are no billing agreements yet.","Ще не має підтверджених рахунків."
"There are no recurring profiles yet.","Ще не має повторюваних профілів"
"There are no items in customer's shopping cart at the moment","На даний момент кошик клієнта пустий"
"There was an error while deleting the address","Виникла помилка при видаленні адреси"
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","This Email will be sent instead of Default Welcome Email, after Account Confirmation."
"This account is not confirmed.","This account is not confirmed."
"This customer has no saved addresses.","В цього клієнта немає збережених адрес."
"This e-mail does not require confirmation.","This e-mail does not require confirmation."
"This email address was not found in our records","Цей email не був знайдений в наших записах"
"This is My Primary %s Address","Це моя первинна  %s адреса"
"To Cart","В кошик"
"Total","Вартість"
"Type","Тип"
"Unknown","Невідомий"
"Unsubscribe from newsletter","Скасувати підписку на інформаційний лист"
"Update","Оновити"
"Update customer address data","Оновлення адресних даних клієнта"
"Update customer data","оновлення даних про клієнтів"
"Use as My Primary %s Address","Використовувати як мою первинну %s адресу"
"Use as my default billing address","Використовувати як мою первинну адресу оплати за замовчуванням"
"Use as my default shipping address","Використовувати як мою первинну адресу доставки за замовчуванням"
"User description","Опис користувача"
"View","Перегляд"
"View Order","Переглянути замовлення"
"View Order List","Переглянути список замовлень"
"Visible In","Видимий в"
"Visitor","Відвідувач"
"Visitors Only","Виключно для відвідувачів"
"Website","Вебсайт"
"Welcome Email","Привітальний E-mail"
"Wishlist","Список бажань"
"Wishlist - %d item(s)","Список бажань - %d шт."
"Wrong confirmation key.","Неправильний ключ підтвердження."
"Wrong customer account specified."," Вказано неправильний акаунт клієнта."
"Wrong email.","Невірний e-mail."
"Wrong region id by selected country","Невірний id регіону за вибраною країною"
"Wrong transactional account email type.","Неправильний транзакційний акаунт електронної пошти."
"XML","XML"
"YYYY","РРРР"
"Year","Рік"
"You have no applications.","Ще не має застосунків"
"You are currently not subscribed to any newsletter.","На даний момент Ви не підписані на жоден інформаційний лист."
"You are currently not subscribed to our newsletter","На даний момент Ви не підписані на наш інформаційний лист"
"You are currently subscribed to 'General Subscription'.","На даний момент Ви  підписані на 'Загальну підписку'."
"You are currently subscribed to our newsletter","На даний момент Ви  підписані на наш інформаційний лист"
"You are currently subscribed to our newsletter.","На даний момент Ви  підписані на наш інформаційний лист."
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","Ви успішно вийшли з системи і бедете перенаправлені на Головну сторінку через 5 секунд."
"You have no additional address entries in your address book.","Ви не маєте додаткових записів адрес у Вашій адресній книжці."
"You have no additional entries in your address book.","Ви не маєте додаткових записів у Вашій адресній книжці."
"You have no default billing address in your address book.","Ви не маєте адреси оплати за замовчуванням у Вашій адресній книжці."
"You have no default shipping address in your address book.","Ви не маєте адреси доставки за замовчуванням у Вашій адресній книжці."
"You have no primary entries in your address book.","Ви не маєте жодного первинного запису у Вашій адресній книжці."
"You have not set a primary billing address.","Ви не вказали первинної адреси оплати."
"You have not set a primary shipping address.","Ви не вказали первинної адреси доставки."
"You have not purchased any downloadable products yet.","У вас ще не має товарів для завантаження."
"Please enter your email address below. You will receive a link to reset your password.","Будь ласка введіть ваш e-mail нижче. На його адресу прийде посилання для зміни паролю."
"You have placed no orders yet.","Ви ще не оформили жодного замовлення."
"You have placed no products yet.","Ви ще не замовили ще жодного товару."
"You're now Logged Out","Ви успішно вийшли з системи"
"Your account balance is: %s","Баланс на Вашому рахунку становить: %s"
"ZIP","індекс"
"ZIP/Post Code","Поштовий код"
"ZIP/Postal Code","Поштовий код"
"Zip/Postal Code","Поштовий код"
"n/a","недоступно"
"or","або"
"Please enter your email below and we'll send you a new password.","Будь ласка, введіть вашу адресу електронної пошти нижче, і ми надішлемо вам новий пароль."
"First name can't be empty","Ім'я не може бути порожнім"
"Last name can't be empty","Прізвище не може бути порожнім"
"Password can't be empty","Пароль не може бути порожнім"
"My Account","Мій аккаунт"
"Log In","Вхід"
"New Customers","Нові користувачі"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Зареєструвавшись на нашому сайті, ви зможете робити замовлення швидше, зберігати кілька адрес доставки, переглядати і відслідковувати стан замовлення та багато іншого."
"Registered Customers","для зареєстрованих користувачів"
"If you have an account with us, please log in.","Якщо у вас є акаунт, будь ласка увійдіть."
"Email Address","E-mail"
"Password","Пароль"
"* Required Fields","* обов'язкові поля"
"Forgot Your Password?","Забули пароль?"
"Retrieve your password here","Отримати пароль тут"
"Please enter your email below and we'll send you a new password.","Будь ласка, введіть Вашу адресу електронної пошти нижче, і ми надішлемо вам новий пароль."
"Back to Login","Назад для Входу"
"Submit","Підтвердити"
"My Dashboard","Моя робоча область"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","З вашого особистого Робочу столу аккаунту у вас є можливість переглядати останні події рахунку та оновлювати інформацію про обліковий запис. Виберіть посилання нижче, щоб переглянути або змінити інформацію."
"Contact Information","Контактна інформація"
"Address Book","Адресна книга"
"Account Information","Інформація по аккаунту"
"Thank you for registering with %s","Дякуємо за реєстрацію на %s"
"Newsletter Subscription","Підписка на новини"
"You have not set a default billing address.","Ви не встановили платіжний адресу за замовчуванням."
"You have not set a default shipping address.","Ви не встановили адресу доставки за замовчуванням."
"Login or Create an Account","Вхід або Реєстрація"
"Personal Information","Персональна інформація"
"Sign Up for Newsletter","Підписатися на розсилку"
"You are currently not subscribed to any newsletter.","Ви не підписані на будь-яку розсилку."
"Default Shipping Address","Адреса доставки За замовчуванням"
"Login","Вхід"
"Invalid login or password.","Невірний логін або пароль."
"Edit Account Information","Редагувати інформацію аккаунту"
"Log Out","Вихід"
"Last Name","Прізвище"
"You are now logged out","Ви успішно вийшли зі свого облікового запису"
"You have logged out and will be redirected to our homepage in 5 seconds.","Ви успішно вийшли і за 5 секунд для вас відкриється головна сторінка сайту!"
